Student,Proficiency,Start_Time,End_Time
Anna,B1,2021/2/8 16:30,2021/2/8 17:30
Anna,B1,2021/2/13 15:00,2021/2/13 17:00
Anna,B1,2021/2/15 16:00,2021/2/15 18:00
Anna,B1,2021/2/26 15:00,2021/2/26 16:00
Anna,B1,2021/2/27 15:00,2021/2/27 16:00
Anna,B1,2021/3/2 17:00,2021/3/2 18:00
Anna,B1,2021/3/5 15:00,2021/3/5 16:30
Anna,B1,2021/3/6 15:00,2021/3/6 16:30
Anna,B1,2021/3/16 18:30,2021/3/16 20:00
Anna,B1,2021/3/17 15:00,2021/3/17 16:30
Anna,B1,2021/3/23 18:30,2021/3/23 20:00
Anna,B1,2021/3/24 15:00,2021/3/24 16:30
Anna,B1,2021/3/31 15:00,2021/3/31 16:30
Anna,B1,2021/4/5 18:30,2021/4/5 20:00
Anna,B1,2021/4/6 18:30,2021/4/6 20:00
Anna,B1,2021/4/7 15:00,2021/4/7 16:30
Anna,B1,2021/4/13 18:30,2021/4/13 20:00
Anna,B1,2021/4/14 15:00,2021/4/14 16:30
Anna,B1,2021/4/20 18:35,2021/4/20 20:05
Anna,B1,2021/4/23 1:00,2021/4/23 2:30
Anna,B1,2021/4/27 18:30,2021/4/27 20:00
Anna,B1,2021/4/29 2:30,2021/4/29 4:00
Anna,B1,2021/5/11 18:30,2021/5/11 20:00
Anna,B1,2021/5/12 15:00,2021/5/12 16:30
Anna,B1,2021/5/18 18:30,2021/5/18 20:00
Anna,B1,2021/5/19 15:00,2021/5/19 16:30
Anna,B1,2021/5/25 18:30,2021/5/25 20:00
Anna,B1,2021/5/26 15:00,2021/5/26 16:30
Anna,B1,2021/6/2 15:00,2021/6/2 16:30
Anna,B1,2021/6/3 21:30,2021/6/3 23:00
Anna,B1,2021/6/8 18:30,2021/6/8 20:00
Anna,B1,2021/6/9 15:00,2021/6/9 16:30
Anna,B1,2021/6/16 15:00,2021/6/16 16:30
Anna,B1,2021/6/26 2:00,2021/6/26 3:30
Anna,B1,2021/6/29 18:30,2021/6/29 20:00
Anna,B1,2021/6/30 15:00,2021/6/30 16:30
Anna,B1,2021/7/6 18:30,2021/7/6 20:00
Anna,B1,2021/7/7 15:00,2021/7/7 16:30
Anna,B1,2021/7/13 18:30,2021/7/13 19:50
Anna,B1,2021/7/14 15:00,2021/7/14 16:40
Anna,B1,2021/7/21 15:00,2021/7/21 16:30
Anna,B1,2021/7/27 18:30,2021/7/27 20:00
Anna,B1,2021/7/28 15:00,2021/7/28 16:30
Ben,A1,2020/5/16 2:40,2020/5/16 3:40
Ben,A1,2020/5/23 2:30,2020/5/23 3:30
Ben,A1,2020/5/26 2:30,2020/5/26 3:30
Ben,A1,2020/6/3 21:00,2020/6/3 22:00
Clara,A1,2020/5/4 5:00,2020/5/4 6:30
Clara,A1,2020/5/7 2:30,2020/5/7 4:00
Clara,A1,2020/6/3 6:00,2020/6/3 7:30
Clara,A1,2020/6/14 4:30,2020/6/14 6:00
Clara,A1,2020/6/29 6:45,2020/6/29 8:15
Clara,A1,2020/7/12 21:00,2020/7/12 22:30
Clara,A1,2020/7/18 1:00,2020/7/18 2:30
Clara,A1,2020/8/4 22:00,2020/8/4 23:30
Clara,A1,2020/8/8 1:30,2020/8/8 2:30
Clara,A1,2020/8/23 2:30,2020/8/23 4:00
David,A1,2020/4/18 4:30,2020/4/18 5:30
David,B2,2020/4/19 21:00,2020/4/19 22:00
David,B2,2020/4/25 4:30,2020/4/25 5:30
David,B2,2020/5/2 4:30,2020/5/2 5:30
David,B2,2020/5/17 4:30,2020/5/17 6:30
David,B2,2020/5/19 21:00,2020/5/19 23:00
David,B2,2020/5/24 4:15,2020/5/24 6:15
David,B2,2020/5/26 0:00,2020/5/26 2:00
David,B2,2020/5/31 4:15,2020/5/31 6:15
David,B2,2020/7/10 2:00,2020/7/10 4:00
David,B2,2020/7/12 2:00,2020/7/12 4:00
David,B2,2020/7/14 2:00,2020/7/14 4:00
David,B2,2020/7/17 2:00,2020/7/17 3:00
David,B2,2020/7/19 2:00,2020/7/19 4:00
David,B2,2020/7/21 2:00,2020/7/21 4:00
David,B2,2020/7/26 2:00,2020/7/26 4:00
David,B2,2020/7/28 2:00,2020/7/28 4:00
David,B2,2020/7/31 2:30,2020/7/31 4:30
David,B2,2020/8/2 2:00,2020/8/2 4:00
David,B2,2020/8/7 2:00,2020/8/7 4:00
David,B2,2020/8/9 2:30,2020/8/9 4:30
David,B2,2020/8/11 2:05,2020/8/11 4:05
David,B2,2020/8/25 2:05,2020/8/25 4:05
David,B2,2020/8/28 2:00,2020/8/28 4:00
David,B2,2020/9/27 15:00,2020/9/27 17:00
David,B2,2020/10/4 15:00,2020/10/4 17:00
David,B2,2020/10/25 15:10,2020/10/25 17:10
David,B2,2020/11/1 15:00,2020/11/1 17:00
David,B2,2020/11/8 15:30,2020/11/8 17:30
David,B2,2020/11/22 16:00,2020/11/22 18:00
David,B2,2020/12/6 15:00,2020/12/6 17:00
David,B2,2021/1/1 15:00,2021/1/1 17:00
David,B2,2021/1/3 15:00,2021/1/3 17:00
David,B2,2021/5/9 13:30,2021/5/9 15:30
David,B2,2021/5/11 15:00,2021/5/11 17:00
Emma,A1,2021/4/14 19:00,2021/4/14 21:00
Emma,A1,2021/4/18 19:00,2021/4/18 20:30
Emma,A1,2021/4/25 0:00,2021/4/25 1:30
Emma,A1,2021/5/10 23:00,2021/5/11 0:30
Emma,A1,2021/5/19 20:00,2021/5/19 21:30
Emma,A1,2021/6/2 20:00,2021/6/2 21:30
Emma,A1,2021/6/24 1:00,2021/6/24 2:30
Emma,A1,2021/7/23 1:00,2021/7/23 2:00
Emma,A1,2021/7/25 20:00,2021/7/25 21:00
Felix,B1,2020/1/5 9:30,2020/1/5 11:00
Felix,B1,2020/1/8 9:30,2020/1/8 11:00
Felix,B1,2020/1/12 9:30,2020/1/12 11:00
Felix,B1,2020/1/15 9:30,2020/1/15 11:00
Felix,B1,2020/1/19 9:30,2020/1/19 11:00
Felix,B1,2020/1/22 9:30,2020/1/22 11:00
Felix,B1,2020/1/28 1:00,2020/1/28 2:30
Felix,B1,2020/1/29 9:30,2020/1/29 11:00
Felix,B1,2020/2/5 9:30,2020/2/5 11:00
Felix,B1,2020/2/6 9:30,2020/2/6 11:00
Felix,B1,2020/2/8 10:00,2020/2/8 11:30
Felix,B1,2020/2/16 9:30,2020/2/16 11:00
Felix,B1,2020/2/19 9:30,2020/2/19 11:00
Felix,B1,2020/2/23 9:30,2020/2/23 11:00
Felix,B1,2020/2/26 9:30,2020/2/26 11:00
Felix,B1,2020/3/1 9:30,2020/3/1 11:00
Felix,B1,2020/3/4 9:30,2020/3/4 11:00
Felix,B1,2020/3/8 9:30,2020/3/8 11:00
Felix,B1,2020/3/11 9:30,2020/3/11 11:00
Felix,B1,2020/3/29 9:30,2020/3/29 11:00
Felix,B1,2020/4/2 3:00,2020/4/2 4:30
Felix,B1,2020/4/5 8:30,2020/4/5 10:00
Felix,B1,2020/4/8 8:30,2020/4/8 10:00
Felix,B1,2020/4/9 5:00,2020/4/9 6:30
Felix,B1,2020/4/12 8:30,2020/4/12 10:00
Felix,B1,2020/4/19 8:30,2020/4/19 10:00
Felix,B1,2020/4/22 8:30,2020/4/22 10:00
Felix,B1,2020/4/29 8:30,2020/4/29 10:00
Felix,B1,2020/5/9 8:30,2020/5/9 10:00
Felix,B1,2020/5/10 8:30,2020/5/10 10:00
Felix,B1,2020/5/17 8:30,2020/5/17 10:00
Felix,B1,2020/5/20 8:30,2020/5/20 10:00
Felix,B1,2020/5/22 8:30,2020/5/22 10:00
Felix,B1,2020/5/24 8:30,2020/5/24 10:00
Felix,B1,2020/6/2 9:00,2020/6/2 10:30
Felix,B1,2020/6/3 8:30,2020/6/3 10:00
Felix,B1,2020/6/7 8:30,2020/6/7 10:00
Felix,B1,2020/6/14 9:00,2020/6/14 10:30
Felix,B1,2020/6/17 9:00,2020/6/17 10:30
Felix,B1,2020/6/26 8:30,2020/6/26 10:00
Felix,B1,2020/6/28 8:30,2020/6/28 10:00
Felix,B1,2020/7/12 17:00,2020/7/12 18:30
Felix,B1,2020/7/16 16:30,2020/7/16 18:00
Felix,B1,2020/7/19 17:00,2020/7/19 18:30
Felix,B1,2020/7/26 17:00,2020/7/26 18:30
Felix,B1,2020/7/29 21:00,2020/7/29 22:30
Felix,B1,2020/7/30 16:30,2020/7/30 18:00
Felix,B1,2020/8/2 17:00,2020/8/2 18:30
Felix,B1,2020/8/9 17:00,2020/8/9 18:30
Felix,B1,2020/8/11 21:00,2020/8/11 22:30
Felix,B1,2020/8/13 16:40,2020/8/13 18:10
Felix,B1,2020/8/16 17:10,2020/8/16 18:40
Felix,B1,2020/8/23 17:00,2020/8/23 18:30
Felix,B1,2020/9/19 2:30,2020/9/19 4:00
Felix,B1,2020/9/23 0:00,2020/9/23 1:30
Felix,B1,2020/10/3 2:30,2020/10/3 4:00
Felix,B1,2020/10/10 2:30,2020/10/10 4:00
Felix,B1,2020/10/24 2:30,2020/10/24 4:00
Felix,B1,2020/10/27 20:00,2020/10/27 21:30
Felix,B1,2020/12/9 0:00,2020/12/9 1:30
Felix,B1,2020/12/12 2:30,2020/12/12 4:00
Felix,B1,2020/12/17 1:00,2020/12/17 2:30
Felix,B1,2020/12/19 2:30,2020/12/19 4:00
Felix,B1,2020/12/23 0:00,2020/12/23 1:30
Felix,B1,2021/1/14 2:30,2021/1/14 4:00
Felix,B1,2021/1/20 1:00,2021/1/20 2:30
Felix,B1,2021/1/21 2:30,2021/1/21 4:00
Felix,B1,2021/1/27 0:00,2021/1/27 1:30
Felix,B1,2021/1/28 2:45,2021/1/28 4:15
Greta,A2,2020/1/16 5:00,2020/1/16 6:30
Greta,A2,2020/1/23 5:00,2020/1/23 6:30
Greta,A2,2020/2/2 7:00,2020/2/2 8:30
Greta,A2,2020/2/6 5:00,2020/2/6 6:30
Greta,A2,2020/2/13 5:00,2020/2/13 6:30
Greta,A2,2020/2/21 6:15,2020/2/21 7:45
Greta,A2,2020/3/5 5:00,2020/3/5 6:30
Greta,A2,2020/3/12 4:00,2020/3/12 5:30
Greta,A2,2020/3/19 5:30,2020/3/19 7:00
Greta,A2,2020/3/26 7:00,2020/3/26 8:30
Greta,A2,2020/3/30 10:00,2020/3/30 11:30
Greta,A2,2020/5/5 9:00,2020/5/5 10:30
Greta,A2,2020/5/16 9:00,2020/5/16 10:30
Greta,A2,2020/5/30 3:00,2020/5/30 4:30
Greta,A2,2020/6/4 4:15,2020/6/4 5:45
Greta,A2,2020/6/18 4:00,2020/6/18 5:30
Greta,A2,2020/6/28 21:00,2020/6/28 22:30
Greta,A2,2020/7/15 2:30,2020/7/15 4:00
Greta,A2,2020/7/23 0:30,2020/7/23 2:00
Greta,A2,2020/8/1 1:00,2020/8/1 2:30
Greta,A2,2020/8/5 21:30,2020/8/5 23:00
Greta,A2,2020/8/12 2:30,2020/8/12 4:00
Greta,A2,2020/10/22 0:15,2020/10/22 1:45
Greta,A2,2020/10/26 0:00,2020/10/26 1:30
Greta,A2,2020/11/23 0:00,2020/11/23 1:30
Greta,A2,2020/12/7 0:00,2020/12/7 1:30
Greta,A2,2020/12/30 2:00,2020/12/30 3:30
Greta,A2,2021/1/4 0:00,2021/1/4 1:30
Greta,A2,2021/1/18 0:00,2021/1/18 1:30
Greta,A2,2021/1/25 0:00,2021/1/25 1:00
Greta,A2,2021/2/8 0:00,2021/2/8 1:30
Greta,A2,2021/3/27 0:00,2021/3/27 1:30
Greta,A2,2021/4/5 0:00,2021/4/5 1:30
Greta,A2,2021/4/12 0:00,2021/4/12 1:30
Greta,A2,2021/4/20 1:00,2021/4/20 2:30
Greta,A2,2021/5/10 21:00,2021/5/10 21:30
Greta,A2,2021/5/17 21:00,2021/5/17 22:30
Greta,A2,2021/5/24 21:00,2021/5/24 22:30
Greta,A2,2021/5/31 21:00,2021/5/31 22:30
Greta,A2,2021/6/3 19:30,2021/6/3 21:00
Greta,A2,2021/6/11 2:00,2021/6/11 3:30
Hugo,A1,2020/11/4 19:00,2020/11/4 20:00
Hugo,A1,2020/11/12 3:00,2020/11/12 4:00
Ida,A1,2020/5/24 1:15,2020/5/24 2:45
Ida,A1,2020/6/1 2:15,2020/6/1 3:45
Ida,A1,2020/6/4 2:15,2020/6/4 3:45
Ida,A1,2020/6/8 2:15,2020/6/8 3:45
Ida,A1,2020/6/11 2:15,2020/6/11 3:45
Ida,A1,2020/6/16 2:15,2020/6/16 3:45
Ida,A1,2020/7/13 1:00,2020/7/13 2:30
Ida,A1,2020/7/15 19:00,2020/7/15 20:30
Ida,A1,2020/7/21 0:30,2020/7/21 2:00
Ida,A1,2020/7/22 19:00,2020/7/22 20:30
Ida,A1,2020/7/27 1:00,2020/7/27 2:30
Ida,A1,2020/7/29 19:00,2020/7/29 20:30
Ida,A1,2020/8/3 1:00,2020/8/3 2:30
Ida,A1,2020/8/5 19:15,2020/8/5 20:45
Ida,A1,2020/8/10 1:00,2020/8/10 2:30
Ida,A1,2020/8/14 2:00,2020/8/14 3:30
Ida,A1,2020/8/16 1:50,2020/8/16 3:20
Ida,A1,2020/8/17 1:00,2020/8/17 2:30
Ida,A1,2020/8/24 2:00,2020/8/24 3:30
Ida,A1,2020/8/26 19:00,2020/8/26 20:30
Ida,A2,2020/9/20 2:30,2020/9/20 4:00
Ida,A2,2020/9/27 2:30,2020/9/27 4:00
Ida,A2,2020/9/29 2:30,2020/9/29 4:00
Ida,A2,2020/10/4 2:30,2020/10/4 4:00
Ida,A2,2020/10/11 2:30,2020/10/11 4:00
Ida,A2,2020/10/14 2:30,2020/10/14 4:00
Ida,A2,2020/10/25 2:30,2020/10/25 4:00
Ida,A2,2020/10/27 2:30,2020/10/27 4:00
Ida,A2,2020/11/1 2:30,2020/11/1 4:00
Ida,A2,2020/11/5 2:30,2020/11/5 4:00
Ida,A2,2020/11/22 2:30,2020/11/22 4:00
Ida,A2,2020/11/25 15:00,2020/11/25 16:30
Ida,A2,2020/12/3 2:30,2020/12/3 4:00
Ida,A2,2020/12/6 2:30,2020/12/6 4:00
Ida,A2,2020/12/20 2:30,2020/12/20 4:00
Ida,A2,2020/12/29 1:00,2020/12/29 2:30
Ida,A2,2021/1/1 21:00,2021/1/1 23:00
Ida,A2,2021/1/3 3:00,2021/1/3 4:00
Ida,A2,2021/1/13 19:00,2021/1/13 20:30
Ida,A2,2021/1/23 2:30,2021/1/23 4:00
Ida,A2,2021/2/10 0:00,2021/2/10 1:30
Ida,A2,2021/2/13 2:30,2021/2/13 4:00
Ida,A2,2021/2/27 2:30,2021/2/27 4:00
Ida,A2,2021/3/3 19:00,2021/3/3 20:30
Ida,A2,2021/3/6 2:30,2021/3/6 4:00
Ida,A2,2021/3/10 19:00,2021/3/10 20:30
Ida,A2,2021/3/13 2:30,2021/3/13 4:00
Ida,A2,2021/3/19 2:30,2021/3/19 4:00
Ida,A2,2021/3/20 2:30,2021/3/20 4:00
Ida,A2,2021/3/26 2:45,2021/3/26 4:15
Ida,A2,2021/3/27 2:30,2021/3/27 4:00
Ida,A2,2021/4/2 2:45,2021/4/2 4:15
Ida,A2,2021/4/3 2:30,2021/4/3 4:00
Ida,A2,2021/4/16 2:45,2021/4/16 4:15
Ida,A2,2021/4/17 2:30,2021/4/17 4:00
Ida,A2,2021/4/23 2:45,2021/4/23 4:15
Ida,A2,2021/4/25 3:00,2021/4/25 4:30
Ida,A2,2021/4/30 2:45,2021/4/30 4:15
Ida,A2,2021/5/1 2:30,2021/5/1 4:00
Jonas,A1,2020/1/6 8:00,2020/1/6 10:00
Jonas,A1,2020/1/9 8:00,2020/1/9 10:00
Jonas,A1,2020/1/11 6:15,2020/1/11 8:15
Jonas,A1,2020/1/13 8:00,2020/1/13 10:00
Jonas,A1,2020/1/16 8:00,2020/1/16 10:00
Jonas,A1,2020/1/18 6:15,2020/1/18 8:15
Jonas,A1,2020/1/20 8:00,2020/1/20 10:00
Jonas,A1,2020/1/23 8:00,2020/1/23 10:00
Jonas,A1,2020/1/24 8:00,2020/1/24 10:00
Jonas,A1,2020/1/26 7:00,2020/1/26 9:00
Jonas,A1,2020/1/30 6:00,2020/1/30 8:00
Jonas,A1,2020/2/5 5:00,2020/2/5 7:00
Jonas,A1,2020/2/7 8:00,2020/2/7 10:00
Jonas,A2,2020/2/9 2:00,2020/2/9 4:00
Jonas,A2,2020/2/19 5:00,2020/2/19 7:00
Jonas,A2,2020/2/19 23:00,2020/2/20 1:00
Jonas,A2,2020/2/21 8:00,2020/2/21 10:00
Jonas,A2,2020/2/24 8:00,2020/2/24 10:00
Jonas,A2,2020/2/27 6:30,2020/2/27 8:30
Jonas,A2,2020/3/20 7:30,2020/3/20 9:30
Jonas,A2,2020/3/22 0:30,2020/3/22 2:30
Jonas,A2,2020/3/25 5:00,2020/3/25 7:00
Jonas,A2,2020/3/27 8:15,2020/3/27 10:15
Jonas,A2,2020/3/30 7:30,2020/3/30 9:30
Jonas,A2,2020/4/1 22:30,2020/4/2 0:30
Jonas,A2,2020/4/3 7:00,2020/4/3 9:00
Jonas,A2,2020/4/8 4:00,2020/4/8 6:00
Karl,A1,2021/4/27 21:00,2021/4/27 22:30
Karl,A1,2021/5/2 21:00,2021/5/2 22:30
Karl,A1,2021/5/11 1:20,2021/5/11 2:50
Karl,A1,2021/5/16 21:00,2021/5/16 22:30
Karl,A1,2021/5/23 21:00,2021/5/23 22:30
Karl,A1,2021/5/30 21:00,2021/5/30 22:30
Karl,A1,2021/6/7 23:30,2021/6/8 1:00
Karl,A1,2021/6/15 22:00,2021/6/15 23:30
Karl,A1,2021/6/20 21:00,2021/6/20 22:30
Karl,A1,2021/6/27 10:00,2021/6/27 11:30
Karl,A1,2021/7/18 10:00,2021/7/18 11:30
Karl,A1,2021/7/25 10:10,2021/7/25 11:40
Karl,A1,2021/8/1 10:00,2021/8/1 11:30
Laura,A2,2020/6/8 13:00,2020/6/8 14:30
Laura,A2,2020/7/12 15:45,2020/7/12 17:15
Laura,A2,2020/7/19 9:40,2020/7/19 11:10
Laura,A2,2020/8/5 15:30,2020/8/5 17:00
Max,B1,2020/4/3 20:30,2020/4/3 21:30
Max,B1,2020/4/6 20:00,2020/4/6 21:00
Max,B1,2020/4/10 20:00,2020/4/10 21:00
Max,B1,2020/5/1 20:00,2020/5/1 21:00
Max,B1,2020/5/4 20:45,2020/5/4 21:45
Max,B1,2020/5/7 21:15,2020/5/7 22:15
Max,B1,2020/5/8 20:00,2020/5/8 21:00
Max,B1,2020/5/15 20:15,2020/5/15 21:15
Max,B1,2020/5/18 20:45,2020/5/18 21:45
Max,B1,2020/5/22 20:15,2020/5/22 21:15
Max,B1,2020/5/29 20:15,2020/5/29 21:15
Max,B1,2020/6/1 20:45,2020/6/1 21:45
Max,B1,2020/6/12 20:15,2020/6/12 21:15
Max,B1,2020/6/15 20:45,2020/6/15 21:45
Max,B1,2020/6/26 20:15,2020/6/26 21:15
Max,B1,2020/6/29 20:45,2020/6/29 21:45
Max,B1,2020/7/31 12:45,2020/7/31 13:45
Max,B1,2020/8/3 14:30,2020/8/3 15:30
Max,B1,2020/8/12 15:00,2020/8/12 16:00
Nora,A1,2020/4/10 14:20,2020/4/10 15:20
Nora,A1,2020/4/12 15:30,2020/4/12 16:30
Nora,A1,2020/4/17 14:00,2020/4/17 15:00
Nora,A1,2020/4/24 14:00,2020/4/24 15:00
Nora,A1,2020/4/24 14:00,2020/4/24 15:00
Nora,A1,2020/4/25 14:00,2020/4/25 15:00
Nora,A1,2020/5/1 14:00,2020/5/1 15:00
Nora,A1,2020/5/2 14:00,2020/5/2 15:00
Nora,A1,2020/5/4 14:00,2020/5/4 15:00
Nora,A1,2020/5/8 14:00,2020/5/8 15:00
Nora,A1,2020/5/9 14:00,2020/5/9 15:00
Nora,A1,2020/5/15 14:00,2020/5/15 15:00
Nora,A1,2020/5/15 14:00,2020/5/15 15:00
Nora,A1,2020/5/16 14:00,2020/5/16 15:00
Nora,A1,2020/5/22 14:00,2020/5/22 15:00
Nora,A1,2020/5/22 14:00,2020/5/22 15:00
Nora,A1,2020/5/29 14:00,2020/5/29 15:00
Nora,A1,2020/6/1 15:30,2020/6/1 16:30
Nora,A1,2020/6/5 14:00,2020/6/5 15:00
Nora,A1,2020/6/5 14:00,2020/6/5 15:00
Nora,A1,2020/6/6 14:00,2020/6/6 15:00
Nora,A1,2020/6/12 14:00,2020/6/12 15:00
Nora,A1,2020/6/16 17:00,2020/6/16 18:00
Nora,A1,2020/6/25 14:00,2020/6/25 15:00
Nora,A1,2020/6/26 14:00,2020/6/26 15:00
Nora,A1,2020/7/17 16:00,2020/7/17 17:00
Nora,A1,2020/7/19 16:00,2020/7/19 17:00
Nora,A1,2020/7/24 16:00,2020/7/24 17:00
Nora,A1,2020/7/26 16:00,2020/7/26 17:00
Nora,A1,2020/7/31 16:00,2020/7/31 17:00
Nora,A1,2020/8/2 16:00,2020/8/2 17:00
Nora,A1,2020/8/7 16:00,2020/8/7 17:00
Nora,A1,2020/8/9 16:00,2020/8/9 17:00
Nora,A1,2020/8/16 16:00,2020/8/16 17:00
Nora,A1,2020/8/21 16:00,2020/8/21 17:00
Nora,A1,2020/9/18 6:00,2020/9/18 7:00
Nora,A1,2020/9/28 5:00,2020/9/28 6:00
Nora,A1,2020/10/2 6:30,2020/10/2 7:30
Nora,A1,2020/10/9 6:40,2020/10/9 7:40
Nora,A1,2020/10/11 6:30,2020/10/11 7:30
Nora,A1,2020/10/23 6:40,2020/10/23 7:40
Nora,A1,2020/10/25 6:30,2020/10/25 7:30
Nora,A1,2020/11/1 6:30,2020/11/1 7:30
Nora,A1,2020/11/6 7:00,2020/11/6 8:00
Nora,A1,2020/11/8 7:00,2020/11/8 8:00
Nora,A1,2020/11/13 6:30,2020/11/13 7:30
Nora,A1,2020/11/15 6:30,2020/11/15 7:30
Nora,A1,2020/12/4 6:30,2020/12/4 7:30
Nora,A1,2020/12/6 6:30,2020/12/6 7:30
Nora,A1,2020/12/11 6:40,2020/12/11 7:40
Nora,A1,2020/12/13 6:30,2020/12/13 7:30
Nora,A1,2020/12/18 6:30,2020/12/18 7:30
Nora,A1,2020/12/20 6:30,2020/12/20 7:30
Nora,A1,2021/1/3 6:30,2021/1/3 7:30
Nora,A1,2021/1/10 6:30,2021/1/10 7:30
Nora,A1,2021/1/17 6:40,2021/1/17 7:40
Nora,A1,2021/1/24 6:30,2021/1/24 7:30
Nora,A1,2021/2/7 6:30,2021/2/7 7:30
Nora,A1,2021/2/28 6:30,2021/2/28 7:30
Nora,A1,2021/3/7 6:30,2021/3/7 7:30
Nora,A1,2021/3/14 6:30,2021/3/14 7:30
Nora,A1,2021/4/4 6:30,2021/4/4 7:30
Nora,A1,2021/4/11 7:00,2021/4/11 8:00
Nora,A1,2021/4/18 6:30,2021/4/18 7:00
Nora,A1,2021/4/25 6:30,2021/4/25 7:10
Nora,A1,2021/5/2 6:30,2021/5/2 7:30
Oskar,A1,2021/7/1 8:50,2021/7/1 9:50
Oskar,A1,2021/7/3 8:30,2021/7/3 9:30
Oskar,A1,2021/7/4 4:00,2021/7/4 5:00
Oskar,A1,2021/7/5 4:00,2021/7/5 5:00
Oskar,A1,2021/7/6 11:10,2021/7/6 12:10
Paula,A2,2020/4/28 16:50,2020/4/28 17:50
Paula,A2,2020/5/6 10:00,2020/5/6 12:00
Paula,A2,2020/5/10 13:00,2020/5/10 15:00
Paula,A2,2020/5/24 13:00,2020/5/24 14:00
Paula,A2,2020/5/31 12:45,2020/5/31 13:45
Paula,A2,2020/7/16 8:00,2020/7/16 10:00
Paula,A2,2020/7/23 8:00,2020/7/23 9:00
Paula,A2,2020/8/1 3:15,2020/8/1 5:15
Paula,A2,2020/8/13 8:00,2020/8/13 9:00
Paula,A2,2020/9/20 15:00,2020/9/20 16:00
Paula,A2,2020/9/27 15:00,2020/9/27 17:00
Paula,A2,2020/10/4 15:00,2020/10/4 17:00
Paula,A2,2020/10/20 15:00,2020/10/20 17:00
Paula,A2,2020/10/25 15:00,2020/10/25 17:00
Paula,A2,2020/11/1 15:00,2020/11/1 17:00
Paula,A2,2020/11/15 15:00,2020/11/15 17:00
Paula,A2,2020/11/22 15:00,2020/11/22 17:00
Paula,A2,2020/12/6 15:00,2020/12/6 17:00
Paula,A2,2020/12/13 15:00,2020/12/13 17:00
Paula,A2,2021/1/10 15:00,2021/1/10 17:00
Paula,A2,2021/1/17 15:00,2021/1/17 17:00
Paula,A2,2021/1/27 7:30,2021/1/27 8:30
Paula,A2,2021/2/7 15:00,2021/2/7 17:00
Paula,A2,2021/2/28 15:00,2021/2/28 17:00
Paula,A2,2021/3/7 15:00,2021/3/7 17:00
Paula,A2,2021/3/16 9:30,2021/3/16 11:30
Paula,A2,2021/3/21 15:00,2021/3/21 17:00
Paula,A2,2021/3/28 15:00,2021/3/28 17:00
Paula,A2,2021/4/11 15:00,2021/4/11 17:00
Paula,A2,2021/4/18 15:00,2021/4/18 17:00
Paula,A2,2021/5/9 15:00,2021/5/9 17:00
Quentin,A1,2020/3/2 14:30,2020/3/2 16:00
Quentin,A1,2020/3/5 13:30,2020/3/5 15:00
Quentin,A1,2020/3/9 14:30,2020/3/9 16:00
Quentin,A1,2020/3/13 11:00,2020/3/13 12:30
Quentin,A1,2020/3/16 14:30,2020/3/16 16:00
Quentin,A1,2020/3/19 13:30,2020/3/19 15:00
Quentin,A1,2020/3/23 14:30,2020/3/23 16:00
Quentin,A1,2020/3/26 13:30,2020/3/26 15:00
